"label","n","parent","id"
"Czech Republic",15,"total  -  Sci Fi","total  -  Sci Fi  -  Czech Republic"
"Czech Republic",13,"total  -  Sport","total  -  Sport  -  Czech Republic"
"Czech Republic",54,"total  -  Thriller","total  -  Thriller  -  Czech Republic"
"Czech Republic",3,"total  -  War","total  -  War  -  Czech Republic"
"Czech Republic",3,"total  -  Western","total  -  Western  -  Czech Republic"
"Denmark",200,"total  -  Action","total  -  Action  -  Denmark"
"Denmark",125,"total  -  Adventure","total  -  Adventure  -  Denmark"
"Denmark",57,"total  -  Animation","total  -  Animation  -  Denmark"
"Denmark",15,"total  -  Biography","total  -  Biography  -  Denmark"
"Denmark",182,"total  -  Comedy","total  -  Comedy  -  Denmark"
"Denmark",157,"total  -  Crime","total  -  Crime  -  Denmark"
"Denmark",26,"total  -  Documentary","total  -  Documentary  -  Denmark"
"Denmark",318,"total  -  Drama","total  -  Drama  -  Denmark"
"Denmark",22,"total  -  Family","total  -  Family  -  Denmark"
"Denmark",42,"total  -  Fantasy","total  -  Fantasy  -  Denmark"
"Denmark",3,"total  -  Film Noir","total  -  Film Noir  -  Denmark"
"Denmark",17,"total  -  Game Show","total  -  Game Show  -  Denmark"
"Denmark",5,"total  -  History","total  -  History  -  Denmark"
"Denmark",23,"total  -  Horror","total  -  Horror  -  Denmark"
"Denmark",2,"total  -  Music","total  -  Music  -  Denmark"
"Denmark",1,"total  -  Musical","total  -  Musical  -  Denmark"
"Denmark",56,"total  -  Mystery","total  -  Mystery  -  Denmark"
"Denmark",31,"total  -  Reality TV","total  -  Reality TV  -  Denmark"
"Denmark",88,"total  -  Romance","total  -  Romance  -  Denmark"
"Denmark",22,"total  -  Sci Fi","total  -  Sci Fi  -  Denmark"
"Denmark",10,"total  -  Sport","total  -  Sport  -  Denmark"
"Denmark",61,"total  -  Thriller","total  -  Thriller  -  Denmark"
"Denmark",10,"total  -  War","total  -  War  -  Denmark"
"Denmark",10,"total  -  Western","total  -  Western  -  Denmark"
"Dominican Republic",178,"total  -  Action","total  -  Action  -  Dominican Republic"
"Dominican Republic",110,"total  -  Adventure","total  -  Adventure  -  Dominican Republic"
"Dominican Republic",50,"total  -  Animation","total  -  Animation  -  Dominican Republic"
"Dominican Republic",3,"total  -  Biography","total  -  Biography  -  Dominican Republic"
"Dominican Republic",152,"total  -  Comedy","total  -  Comedy  -  Dominican Republic"
"Dominican Republic",116,"total  -  Crime","total  -  Crime  -  Dominican Republic"
"Dominican Republic",17,"total  -  Documentary","total  -  Documentary  -  Dominican Republic"
"Dominican Republic",281,"total  -  Drama","total  -  Drama  -  Dominican Republic"
"Dominican Republic",19,"total  -  Family","total  -  Family  -  Dominican Republic"
"Dominican Republic",36,"total  -  Fantasy","total  -  Fantasy  -  Dominican Republic"
"Dominican Republic",2,"total  -  Film Noir","total  -  Film Noir  -  Dominican Republic"
"Dominican Republic",2,"total  -  Game Show","total  -  Game Show  -  Dominican Republic"
"Dominican Republic",30,"total  -  Horror","total  -  Horror  -  Dominican Republic"
"Dominican Republic",32,"total  -  Music","total  -  Music  -  Dominican Republic"
"Dominican Republic",49,"total  -  Mystery","total  -  Mystery  -  Dominican Republic"
"Dominican Republic",3,"total  -  Reality TV","total  -  Reality TV  -  Dominican Republic"
"Dominican Republic",85,"total  -  Romance","total  -  Romance  -  Dominican Republic"
"Dominican Republic",23,"total  -  Sci Fi","total  -  Sci Fi  -  Dominican Republic"
"Dominican Republic",7,"total  -  Sport","total  -  Sport  -  Dominican Republic"
"Dominican Republic",76,"total  -  Thriller","total  -  Thriller  -  Dominican Republic"
"Dominican Republic",4,"total  -  War","total  -  War  -  Dominican Republic"
"Dominican Republic",4,"total  -  Western","total  -  Western  -  Dominican Republic"
"Ecuador",153,"total  -  Action","total  -  Action  -  Ecuador"
"Ecuador",119,"total  -  Adventure","total  -  Adventure  -  Ecuador"
"Ecuador",67,"total  -  Animation","total  -  Animation  -  Ecuador"
"Ecuador",1,"total  -  Biography","total  -  Biography  -  Ecuador"
"Ecuador",192,"total  -  Comedy","total  -  Comedy  -  Ecuador"
"Ecuador",90,"total  -  Crime","total  -  Crime  -  Ecuador"
"Ecuador",16,"total  -  Documentary","total  -  Documentary  -  Ecuador"
"Ecuador",277,"total  -  Drama","total  -  Drama  -  Ecuador"
"Ecuador",13,"total  -  Family","total  -  Family  -  Ecuador"
"Ecuador",26,"total  -  Fantasy","total  -  Fantasy  -  Ecuador"
"Ecuador",2,"total  -  Film Noir","total  -  Film Noir  -  Ecuador"
"Ecuador",28,"total  -  Horror","total  -  Horror  -  Ecuador"
"Ecuador",31,"total  -  Music","total  -  Music  -  Ecuador"
"Ecuador",41,"total  -  Mystery","total  -  Mystery  -  Ecuador"
"Ecuador",3,"total  -  Reality TV","total  -  Reality TV  -  Ecuador"
"Ecuador",104,"total  -  Romance","total  -  Romance  -  Ecuador"
"Ecuador",22,"total  -  Sci Fi","total  -  Sci Fi  -  Ecuador"
"Ecuador",7,"total  -  Sport","total  -  Sport  -  Ecuador"
"Ecuador",64,"total  -  Thriller","total  -  Thriller  -  Ecuador"
"Ecuador",2,"total  -  War","total  -  War  -  Ecuador"
"Ecuador",5,"total  -  Western","total  -  Western  -  Ecuador"
"Egypt",204,"total  -  Action","total  -  Action  -  Egypt"
"Egypt",107,"total  -  Adventure","total  -  Adventure  -  Egypt"
"Egypt",36,"total  -  Animation","total  -  Animation  -  Egypt"
"Egypt",11,"total  -  Biography","total  -  Biography  -  Egypt"
"Egypt",176,"total  -  Comedy","total  -  Comedy  -  Egypt"
"Egypt",130,"total  -  Crime","total  -  Crime  -  Egypt"
"Egypt",17,"total  -  Documentary","total  -  Documentary  -  Egypt"
"Egypt",338,"total  -  Drama","total  -  Drama  -  Egypt"
"Egypt",16,"total  -  Family","total  -  Family  -  Egypt"
"Egypt",36,"total  -  Fantasy","total  -  Fantasy  -  Egypt"
"Egypt",4,"total  -  Film Noir","total  -  Film Noir  -  Egypt"
"Egypt",7,"total  -  Game Show","total  -  Game Show  -  Egypt"
"Egypt",5,"total  -  History","total  -  History  -  Egypt"
"Egypt",31,"total  -  Horror","total  -  Horror  -  Egypt"
"Egypt",1,"total  -  Music","total  -  Music  -  Egypt"
"Egypt",49,"total  -  Mystery","total  -  Mystery  -  Egypt"
"Egypt",9,"total  -  Reality TV","total  -  Reality TV  -  Egypt"
"Egypt",105,"total  -  Romance","total  -  Romance  -  Egypt"
"Egypt",28,"total  -  Sci Fi","total  -  Sci Fi  -  Egypt"
"Egypt",3,"total  -  Sport","total  -  Sport  -  Egypt"
"Egypt",73,"total  -  Thriller","total  -  Thriller  -  Egypt"
"Egypt",3,"total  -  War","total  -  War  -  Egypt"
"Egypt",3,"total  -  Western","total  -  Western  -  Egypt"
"El Salvador",142,"total  -  Action","total  -  Action  -  El Salvador"
"El Salvador",103,"total  -  Adventure","total  -  Adventure  -  El Salvador"
"El Salvador",62,"total  -  Animation","total  -  Animation  -  El Salvador"
"El Salvador",1,"total  -  Biography","total  -  Biography  -  El Salvador"
"El Salvador",186,"total  -  Comedy","total  -  Comedy  -  El Salvador"
"El Salvador",106,"total  -  Crime","total  -  Crime  -  El Salvador"
"El Salvador",15,"total  -  Documentary","total  -  Documentary  -  El Salvador"
"El Salvador",293,"total  -  Drama","total  -  Drama  -  El Salvador"
"El Salvador",14,"total  -  Family","total  -  Family  -  El Salvador"
"El Salvador",26,"total  -  Fantasy","total  -  Fantasy  -  El Salvador"
"El Salvador",2,"total  -  Film Noir","total  -  Film Noir  -  El Salvador"
"El Salvador",25,"total  -  Horror","total  -  Horror  -  El Salvador"
"El Salvador",30,"total  -  Music","total  -  Music  -  El Salvador"
"El Salvador",43,"total  -  Mystery","total  -  Mystery  -  El Salvador"
"El Salvador",2,"total  -  Reality TV","total  -  Reality TV  -  El Salvador"
"El Salvador",110,"total  -  Romance","total  -  Romance  -  El Salvador"
"El Salvador",21,"total  -  Sci Fi","total  -  Sci Fi  -  El Salvador"
"El Salvador",8,"total  -  Sport","total  -  Sport  -  El Salvador"
"El Salvador",63,"total  -  Thriller","total  -  Thriller  -  El Salvador"
"El Salvador",2,"total  -  War","total  -  War  -  El Salvador"
"El Salvador",5,"total  -  Western","total  -  Western  -  El Salvador"
"Estonia",193,"total  -  Action","total  -  Action  -  Estonia"
"Estonia",126,"total  -  Adventure","total  -  Adventure  -  Estonia"
"Estonia",52,"total  -  Animation","total  -  Animation  -  Estonia"
"Estonia",12,"total  -  Biography","total  -  Biography  -  Estonia"
"Estonia",217,"total  -  Comedy","total  -  Comedy  -  Estonia"
"Estonia",114,"total  -  Crime","total  -  Crime  -  Estonia"
"Estonia",24,"total  -  Documentary","total  -  Documentary  -  Estonia"
"Estonia",261,"total  -  Drama","total  -  Drama  -  Estonia"
"Estonia",26,"total  -  Family","total  -  Family  -  Estonia"
"Estonia",44,"total  -  Fantasy","total  -  Fantasy  -  Estonia"
"Estonia",4,"total  -  Film Noir","total  -  Film Noir  -  Estonia"
"Estonia",17,"total  -  Game Show","total  -  Game Show  -  Estonia"
"Estonia",1,"total  -  History","total  -  History  -  Estonia"
"Estonia",31,"total  -  Horror","total  -  Horror  -  Estonia"
"Estonia",4,"total  -  Music","total  -  Music  -  Estonia"
"Estonia",2,"total  -  Musical","total  -  Musical  -  Estonia"
"Estonia",60,"total  -  Mystery","total  -  Mystery  -  Estonia"
"Estonia",24,"total  -  Reality TV","total  -  Reality TV  -  Estonia"
"Estonia",87,"total  -  Romance","total  -  Romance  -  Estonia"
"Estonia",49,"total  -  Sci Fi","total  -  Sci Fi  -  Estonia"
"Estonia",9,"total  -  Sport","total  -  Sport  -  Estonia"
"Estonia",57,"total  -  Thriller","total  -  Thriller  -  Estonia"
"Estonia",3,"total  -  War","total  -  War  -  Estonia"
"Estonia",5,"total  -  Western","total  -  Western  -  Estonia"
"Finland",209,"total  -  Action","total  -  Action  -  Finland"
"Finland",116,"total  -  Adventure","total  -  Adventure  -  Finland"
"Finland",57,"total  -  Animation","total  -  Animation  -  Finland"
"Finland",12,"total  -  Biography","total  -  Biography  -  Finland"
"Finland",174,"total  -  Comedy","total  -  Comedy  -  Finland"
"Finland",157,"total  -  Crime","total  -  Crime  -  Finland"
"Finland",23,"total  -  Documentary","total  -  Documentary  -  Finland"
"Finland",335,"total  -  Drama","total  -  Drama  -  Finland"
"Finland",24,"total  -  Family","total  -  Family  -  Finland"
"Finland",36,"total  -  Fantasy","total  -  Fantasy  -  Finland"
"Finland",3,"total  -  Film Noir","total  -  Film Noir  -  Finland"
"Finland",12,"total  -  Game Show","total  -  Game Show  -  Finland"
"Finland",3,"total  -  History","total  -  History  -  Finland"
"Finland",28,"total  -  Horror","total  -  Horror  -  Finland"
"Finland",4,"total  -  Music","total  -  Music  -  Finland"
"Finland",3,"total  -  Musical","total  -  Musical  -  Finland"
"Finland",56,"total  -  Mystery","total  -  Mystery  -  Finland"
"Finland",18,"total  -  Reality TV","total  -  Reality TV  -  Finland"
"Finland",82,"total  -  Romance","total  -  Romance  -  Finland"
"Finland",27,"total  -  Sci Fi","total  -  Sci Fi  -  Finland"
"Finland",1,"total  -  Short","total  -  Short  -  Finland"
"Finland",9,"total  -  Sport","total  -  Sport  -  Finland"
"Finland",60,"total  -  Thriller","total  -  Thriller  -  Finland"
"Finland",10,"total  -  War","total  -  War  -  Finland"
"Finland",9,"total  -  Western","total  -  Western  -  Finland"
"France",217,"total  -  Action","total  -  Action  -  France"
"France",2,"total  -  Adult","total  -  Adult  -  France"
"France",133,"total  -  Adventure","total  -  Adventure  -  France"
"France",49,"total  -  Animation","total  -  Animation  -  France"
"France",6,"total  -  Biography","total  -  Biography  -  France"
"France",154,"total  -  Comedy","total  -  Comedy  -  France"
"France",148,"total  -  Crime","total  -  Crime  -  France"
"France",23,"total  -  Documentary","total  -  Documentary  -  France"
"France",352,"total  -  Drama","total  -  Drama  -  France"
"France",17,"total  -  Family","total  -  Family  -  France"
"France",58,"total  -  Fantasy","total  -  Fantasy  -  France"
"France",3,"total  -  Film Noir","total  -  Film Noir  -  France"
"France",3,"total  -  Game Show","total  -  Game Show  -  France"
"France",2,"total  -  History","total  -  History  -  France"
"France",39,"total  -  Horror","total  -  Horror  -  France"
"France",23,"total  -  Music","total  -  Music  -  France"
"France",51,"total  -  Mystery","total  -  Mystery  -  France"
"France",5,"total  -  Reality TV","total  -  Reality TV  -  France"
"France",79,"total  -  Romance","total  -  Romance  -  France"
"France",33,"total  -  Sci Fi","total  -  Sci Fi  -  France"
"France",10,"total  -  Sport","total  -  Sport  -  France"
"France",78,"total  -  Thriller","total  -  Thriller  -  France"
"France",6,"total  -  War","total  -  War  -  France"
"France",4,"total  -  Western","total  -  Western  -  France"
"Germany",216,"total  -  Action","total  -  Action  -  Germany"
"Germany",154,"total  -  Adventure","total  -  Adventure  -  Germany"
"Germany",51,"total  -  Animation","total  -  Animation  -  Germany"
"Germany",12,"total  -  Biography","total  -  Biography  -  Germany"
"Germany",183,"total  -  Comedy","total  -  Comedy  -  Germany"
"Germany",153,"total  -  Crime","total  -  Crime  -  Germany"
"Germany",20,"total  -  Documentary","total  -  Documentary  -  Germany"
"Germany",324,"total  -  Drama","total  -  Drama  -  Germany"
"Germany",53,"total  -  Family","total  -  Family  -  Germany"
"Germany",69,"total  -  Fantasy","total  -  Fantasy  -  Germany"
"Germany",4,"total  -  Film Noir","total  -  Film Noir  -  Germany"
"Germany",8,"total  -  Game Show","total  -  Game Show  -  Germany"
"Germany",3,"total  -  History","total  -  History  -  Germany"
"Germany",40,"total  -  Horror","total  -  Horror  -  Germany"
"Germany",6,"total  -  Music","total  -  Music  -  Germany"
"Germany",56,"total  -  Mystery","total  -  Mystery  -  Germany"
"Germany",10,"total  -  Reality TV","total  -  Reality TV  -  Germany"
"Germany",79,"total  -  Romance","total  -  Romance  -  Germany"
"Germany",20,"total  -  Sci Fi","total  -  Sci Fi  -  Germany"
"Germany",12,"total  -  Sport","total  -  Sport  -  Germany"
"Germany",74,"total  -  Thriller","total  -  Thriller  -  Germany"
"Germany",3,"total  -  War","total  -  War  -  Germany"
"Germany",5,"total  -  Western","total  -  Western  -  Germany"
"Greece",201,"total  -  Action","total  -  Action  -  Greece"
"Greece",129,"total  -  Adventure","total  -  Adventure  -  Greece"
"Greece",49,"total  -  Animation","total  -  Animation  -  Greece"
"Greece",7,"total  -  Biography","total  -  Biography  -  Greece"
"Greece",166,"total  -  Comedy","total  -  Comedy  -  Greece"
"Greece",143,"total  -  Crime","total  -  Crime  -  Greece"
"Greece",22,"total  -  Documentary","total  -  Documentary  -  Greece"
"Greece",335,"total  -  Drama","total  -  Drama  -  Greece"
"Greece",22,"total  -  Family","total  -  Family  -  Greece"
"Greece",44,"total  -  Fantasy","total  -  Fantasy  -  Greece"
"Greece",4,"total  -  Film Noir","total  -  Film Noir  -  Greece"
"Greece",6,"total  -  Game Show","total  -  Game Show  -  Greece"
"Greece",5,"total  -  History","total  -  History  -  Greece"
"Greece",26,"total  -  Horror","total  -  Horror  -  Greece"
"Greece",3,"total  -  Music","total  -  Music  -  Greece"
"Greece",58,"total  -  Mystery","total  -  Mystery  -  Greece"
"Greece",7,"total  -  Reality TV","total  -  Reality TV  -  Greece"
"Greece",93,"total  -  Romance","total  -  Romance  -  Greece"
"Greece",36,"total  -  Sci Fi","total  -  Sci Fi  -  Greece"
"Greece",10,"total  -  Sport","total  -  Sport  -  Greece"
"Greece",55,"total  -  Thriller","total  -  Thriller  -  Greece"
"Greece",5,"total  -  War","total  -  War  -  Greece"
"Greece",7,"total  -  Western","total  -  Western  -  Greece"
"Guadeloupe",229,"total  -  Action","total  -  Action  -  Guadeloupe"
"Guadeloupe",106,"total  -  Adventure","total  -  Adventure  -  Guadeloupe"
"Guadeloupe",46,"total  -  Animation","total  -  Animation  -  Guadeloupe"
"Guadeloupe",2,"total  -  Biography","total  -  Biography  -  Guadeloupe"
"Guadeloupe",159,"total  -  Comedy","total  -  Comedy  -  Guadeloupe"
"Guadeloupe",147,"total  -  Crime","total  -  Crime  -  Guadeloupe"
"Guadeloupe",17,"total  -  Documentary","total  -  Documentary  -  Guadeloupe"
"Guadeloupe",344,"total  -  Drama","total  -  Drama  -  Guadeloupe"
"Guadeloupe",18,"total  -  Family","total  -  Family  -  Guadeloupe"
"Guadeloupe",49,"total  -  Fantasy","total  -  Fantasy  -  Guadeloupe"
"Guadeloupe",2,"total  -  Film Noir","total  -  Film Noir  -  Guadeloupe"
"Guadeloupe",8,"total  -  Game Show","total  -  Game Show  -  Guadeloupe"
"Guadeloupe",28,"total  -  Horror","total  -  Horror  -  Guadeloupe"
"Guadeloupe",30,"total  -  Music","total  -  Music  -  Guadeloupe"
"Guadeloupe",42,"total  -  Mystery","total  -  Mystery  -  Guadeloupe"
"Guadeloupe",10,"total  -  Reality TV","total  -  Reality TV  -  Guadeloupe"
"Guadeloupe",83,"total  -  Romance","total  -  Romance  -  Guadeloupe"
"Guadeloupe",26,"total  -  Sci Fi","total  -  Sci Fi  -  Guadeloupe"
"Guadeloupe",1,"total  -  Short","total  -  Short  -  Guadeloupe"
"Guadeloupe",7,"total  -  Sport","total  -  Sport  -  Guadeloupe"
"Guadeloupe",69,"total  -  Thriller","total  -  Thriller  -  Guadeloupe"
"Guadeloupe",3,"total  -  War","total  -  War  -  Guadeloupe"
"Guadeloupe",3,"total  -  Western","total  -  Western  -  Guadeloupe"
"Guatemala",127,"total  -  Action","total  -  Action  -  Guatemala"
"Guatemala",100,"total  -  Adventure","total  -  Adventure  -  Guatemala"
"Guatemala",60,"total  -  Animation","total  -  Animation  -  Guatemala"
"Guatemala",3,"total  -  Biography","total  -  Biography  -  Guatemala"
"Guatemala",196,"total  -  Comedy","total  -  Comedy  -  Guatemala"
"Guatemala",97,"total  -  Crime","total  -  Crime  -  Guatemala"
"Guatemala",18,"total  -  Documentary","total  -  Documentary  -  Guatemala"
"Guatemala",301,"total  -  Drama","total  -  Drama  -  Guatemala"
"Guatemala",17,"total  -  Family","total  -  Family  -  Guatemala"
"Guatemala",26,"total  -  Fantasy","total  -  Fantasy  -  Guatemala"
"Guatemala",2,"total  -  Film Noir","total  -  Film Noir  -  Guatemala"
"Guatemala",26,"total  -  Horror","total  -  Horror  -  Guatemala"
"Guatemala",31,"total  -  Music","total  -  Music  -  Guatemala"
"Guatemala",46,"total  -  Mystery","total  -  Mystery  -  Guatemala"
"Guatemala",2,"total  -  Reality TV","total  -  Reality TV  -  Guatemala"
"Guatemala",119,"total  -  Romance","total  -  Romance  -  Guatemala"
"Guatemala",19,"total  -  Sci Fi","total  -  Sci Fi  -  Guatemala"
"Guatemala",9,"total  -  Sport","total  -  Sport  -  Guatemala"
"Guatemala",62,"total  -  Thriller","total  -  Thriller  -  Guatemala"
"Guatemala",2,"total  -  War","total  -  War  -  Guatemala"
"Guatemala",6,"total  -  Western","total  -  Western  -  Guatemala"
"Honduras",139,"total  -  Action","total  -  Action  -  Honduras"
"Honduras",88,"total  -  Adventure","total  -  Adventure  -  Honduras"
"Honduras",44,"total  -  Animation","total  -  Animation  -  Honduras"
"Honduras",1,"total  -  Biography","total  -  Biography  -  Honduras"
"Honduras",187,"total  -  Comedy","total  -  Comedy  -  Honduras"
"Honduras",109,"total  -  Crime","total  -  Crime  -  Honduras"
"Honduras",17,"total  -  Documentary","total  -  Documentary  -  Honduras"
"Honduras",310,"total  -  Drama","total  -  Drama  -  Honduras"
"Honduras",18,"total  -  Family","total  -  Family  -  Honduras"
"Honduras",29,"total  -  Fantasy","total  -  Fantasy  -  Honduras"
"Honduras",2,"total  -  Film Noir","total  -  Film Noir  -  Honduras"
"Honduras",26,"total  -  Horror","total  -  Horror  -  Honduras"
"Honduras",31,"total  -  Music","total  -  Music  -  Honduras"
"Honduras",47,"total  -  Mystery","total  -  Mystery  -  Honduras"
"Honduras",3,"total  -  Reality TV","total  -  Reality TV  -  Honduras"
"Honduras",124,"total  -  Romance","total  -  Romance  -  Honduras"
"Honduras",19,"total  -  Sci Fi","total  -  Sci Fi  -  Honduras"
"Honduras",7,"total  -  Sport","total  -  Sport  -  Honduras"
"Honduras",67,"total  -  Thriller","total  -  Thriller  -  Honduras"
"Honduras",2,"total  -  War","total  -  War  -  Honduras"
"Honduras",6,"total  -  Western","total  -  Western  -  Honduras"
"Hong Kong",255,"total  -  Action","total  -  Action  -  Hong Kong"
"Hong Kong",121,"total  -  Adventure","total  -  Adventure  -  Hong Kong"
"Hong Kong",32,"total  -  Animation","total  -  Animation  -  Hong Kong"
"Hong Kong",14,"total  -  Biography","total  -  Biography  -  Hong Kong"
"Hong Kong",152,"total  -  Comedy","total  -  Comedy  -  Hong Kong"
"Hong Kong",113,"total  -  Crime","total  -  Crime  -  Hong Kong"
"Hong Kong",21,"total  -  Documentary","total  -  Documentary  -  Hong Kong"
"Hong Kong",341,"total  -  Drama","total  -  Drama  -  Hong Kong"
"Hong Kong",7,"total  -  Family","total  -  Family  -  Hong Kong"
"Hong Kong",39,"total  -  Fantasy","total  -  Fantasy  -  Hong Kong"
"Hong Kong",3,"total  -  Film Noir","total  -  Film Noir  -  Hong Kong"
"Hong Kong",5,"total  -  Game Show","total  -  Game Show  -  Hong Kong"
"Hong Kong",5,"total  -  History","total  -  History  -  Hong Kong"
"Hong Kong",42,"total  -  Horror","total  -  Horror  -  Hong Kong"
"Hong Kong",3,"total  -  Music","total  -  Music  -  Hong Kong"
"Hong Kong",76,"total  -  Mystery","total  -  Mystery  -  Hong Kong"
"Hong Kong",1,"total  -  News","total  -  News  -  Hong Kong"
"Hong Kong",8,"total  -  Reality TV","total  -  Reality TV  -  Hong Kong"
"Hong Kong",117,"total  -  Romance","total  -  Romance  -  Hong Kong"
"Hong Kong",63,"total  -  Sci Fi","total  -  Sci Fi  -  Hong Kong"
"Hong Kong",11,"total  -  Sport","total  -  Sport  -  Hong Kong"
"Hong Kong",70,"total  -  Thriller","total  -  Thriller  -  Hong Kong"
"Hong Kong",4,"total  -  War","total  -  War  -  Hong Kong"
"Hong Kong",2,"total  -  Western","total  -  Western  -  Hong Kong"
"Hungary",206,"total  -  Action","total  -  Action  -  Hungary"
"Hungary",127,"total  -  Adventure","total  -  Adventure  -  Hungary"
"Hungary",67,"total  -  Animation","total  -  Animation  -  Hungary"
"Hungary",7,"total  -  Biography","total  -  Biography  -  Hungary"
"Hungary",186,"total  -  Comedy","total  -  Comedy  -  Hungary"
"Hungary",160,"total  -  Crime","total  -  Crime  -  Hungary"
"Hungary",22,"total  -  Documentary","total  -  Documentary  -  Hungary"
"Hungary",317,"total  -  Drama","total  -  Drama  -  Hungary"
"Hungary",31,"total  -  Family","total  -  Family  -  Hungary"
"Hungary",43,"total  -  Fantasy","total  -  Fantasy  -  Hungary"
"Hungary",4,"total  -  Film Noir","total  -  Film Noir  -  Hungary"
"Hungary",14,"total  -  Game Show","total  -  Game Show  -  Hungary"
"Hungary",3,"total  -  History","total  -  History  -  Hungary"
"Hungary",32,"total  -  Horror","total  -  Horror  -  Hungary"
"Hungary",3,"total  -  Music","total  -  Music  -  Hungary"
"Hungary",54,"total  -  Mystery","total  -  Mystery  -  Hungary"
"Hungary",14,"total  -  Reality TV","total  -  Reality TV  -  Hungary"
"Hungary",110,"total  -  Romance","total  -  Romance  -  Hungary"
"Hungary",16,"total  -  Sci Fi","total  -  Sci Fi  -  Hungary"
"Hungary",14,"total  -  Sport","total  -  Sport  -  Hungary"
"Hungary",62,"total  -  Thriller","total  -  Thriller  -  Hungary"
"Hungary",3,"total  -  War","total  -  War  -  Hungary"
"Hungary",5,"total  -  Western","total  -  Western  -  Hungary"
"Iceland",191,"total  -  Action","total  -  Action  -  Iceland"
"Iceland",126,"total  -  Adventure","total  -  Adventure  -  Iceland"
"Iceland",52,"total  -  Animation","total  -  Animation  -  Iceland"
"Iceland",15,"total  -  Biography","total  -  Biography  -  Iceland"
"Iceland",195,"total  -  Comedy","total  -  Comedy  -  Iceland"
"Iceland",139,"total  -  Crime","total  -  Crime  -  Iceland"
"Iceland",37,"total  -  Documentary","total  -  Documentary  -  Iceland"
"Iceland",287,"total  -  Drama","total  -  Drama  -  Iceland"
"Iceland",27,"total  -  Family","total  -  Family  -  Iceland"
"Iceland",29,"total  -  Fantasy","total  -  Fantasy  -  Iceland"
"Iceland",3,"total  -  Film Noir","total  -  Film Noir  -  Iceland"
"Iceland",20,"total  -  Game Show","total  -  Game Show  -  Iceland"
"Iceland",4,"total  -  History","total  -  History  -  Iceland"
"Iceland",29,"total  -  Horror","total  -  Horror  -  Iceland"
"Iceland",5,"total  -  Music","total  -  Music  -  Iceland"
"Iceland",53,"total  -  Mystery","total  -  Mystery  -  Iceland"
"Iceland",40,"total  -  Reality TV","total  -  Reality TV  -  Iceland"
"Iceland",84,"total  -  Romance","total  -  Romance  -  Iceland"
"Iceland",43,"total  -  Sci Fi","total  -  Sci Fi  -  Iceland"
"Iceland",10,"total  -  Sport","total  -  Sport  -  Iceland"
"Iceland",55,"total  -  Thriller","total  -  Thriller  -  Iceland"
"Iceland",5,"total  -  War","total  -  War  -  Iceland"
"Iceland",4,"total  -  Western","total  -  Western  -  Iceland"
"India",269,"total  -  Action","total  -  Action  -  India"
"India",77,"total  -  Adventure","total  -  Adventure  -  India"
"India",12,"total  -  Animation","total  -  Animation  -  India"
"India",1,"total  -  Biography","total  -  Biography  -  India"
"India",177,"total  -  Comedy","total  -  Comedy  -  India"
"India",222,"total  -  Crime","total  -  Crime  -  India"
"India",13,"total  -  Documentary","total  -  Documentary  -  India"
"India",394,"total  -  Drama","total  -  Drama  -  India"
"India",12,"total  -  Family","total  -  Family  -  India"
"India",42,"total  -  Fantasy","total  -  Fantasy  -  India"
"India",3,"total  -  Film Noir","total  -  Film Noir  -  India"
"India",4,"total  -  Game Show","total  -  Game Show  -  India"
"India",27,"total  -  Horror","total  -  Horror  -  India"
"India",2,"total  -  Musical","total  -  Musical  -  India"
"India",83,"total  -  Mystery","total  -  Mystery  -  India"
"India",4,"total  -  Reality TV","total  -  Reality TV  -  India"
"India",95,"total  -  Romance","total  -  Romance  -  India"
"India",19,"total  -  Sci Fi","total  -  Sci Fi  -  India"
"India",3,"total  -  Sport","total  -  Sport  -  India"
"India",80,"total  -  Thriller","total  -  Thriller  -  India"
"India",4,"total  -  War","total  -  War  -  India"
"India",1,"total  -  Western","total  -  Western  -  India"
"Indonesia",231,"total  -  Action","total  -  Action  -  Indonesia"
"Indonesia",90,"total  -  Adventure","total  -  Adventure  -  Indonesia"
"Indonesia",19,"total  -  Animation","total  -  Animation  -  Indonesia"
"Indonesia",11,"total  -  Biography","total  -  Biography  -  Indonesia"
"Indonesia",175,"total  -  Comedy","total  -  Comedy  -  Indonesia"
"Indonesia",149,"total  -  Crime","total  -  Crime  -  Indonesia"
"Indonesia",18,"total  -  Documentary","total  -  Documentary  -  Indonesia"
"Indonesia",338,"total  -  Drama","total  -  Drama  -  Indonesia"
"Indonesia",14,"total  -  Family","total  -  Family  -  Indonesia"
"Indonesia",36,"total  -  Fantasy","total  -  Fantasy  -  Indonesia"
"Indonesia",3,"total  -  Film Noir","total  -  Film Noir  -  Indonesia"
"Indonesia",8,"total  -  History","total  -  History  -  Indonesia"
"Indonesia",42,"total  -  Horror","total  -  Horror  -  Indonesia"
"Indonesia",2,"total  -  Music","total  -  Music  -  Indonesia"
"Indonesia",82,"total  -  Mystery","total  -  Mystery  -  Indonesia"
"Indonesia",107,"total  -  Romance","total  -  Romance  -  Indonesia"
"Indonesia",40,"total  -  Sci Fi","total  -  Sci Fi  -  Indonesia"
"Indonesia",5,"total  -  Sport","total  -  Sport  -  Indonesia"
"Indonesia",81,"total  -  Thriller","total  -  Thriller  -  Indonesia"
